%
%
% Run:008   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 963300.00000        0.9334      0.000000 
 963600.00000        0.9395      0.044175 
 963600.00000        0.9284      0.029232 
 963600.00000        0.9195      0.014547 
 963600.00000        0.9162      0.000000 
 963900.00000        0.9237      0.035252 
 963900.00000        0.9148      0.020428 
 963900.00000        0.9076      0.009179 
 963900.00000        0.9048      0.000000 
 964200.00000        0.9063      0.029952 
 964200.00000        0.9028      0.014772 
 964200.00000        0.8995      0.005635 
 964200.00000        0.8982      0.000000 
 964500.00000        0.8871      0.030716 
 964500.00000        0.8910      0.014380 
 964500.00000        0.8932      0.005141 
 964500.00000        0.8939      0.000000 
 964800.00000        0.8662      0.038576 
 964800.00000        0.8778      0.020131 
 964800.00000        0.8856      0.008198 
 964800.00000        0.8883      0.000000 
 965100.00000        0.8437      0.052915 
 965100.00000        0.8614      0.031472 
 965100.00000        0.8736      0.014469 
 965100.00000        0.8780      0.000000 
 965400.00000        0.8195      0.071589 
 965400.00000        0.8403      0.046553 
 965400.00000        0.8549      0.022881 
 965400.00000        0.8601      0.000000 
 965700.00000        0.7937      0.091421 
 965700.00000        0.8140      0.062658 
 965700.00000        0.8282      0.031884 
 965700.00000        0.8333      0.000000 
 966000.00000        0.7663      0.108957 
 966000.00000        0.7825      0.076846 
 966000.00000        0.7938      0.039811 
 966000.00000        0.7979      0.000000 
 966300.00000        0.7374      0.121297 
 966300.00000        0.7470      0.086630 
 966300.00000        0.7535      0.045235 
 966300.00000        0.7558      0.000000 
 966600.00000        0.7071      0.126764 
 966600.00000        0.7090      0.090535 
 966600.00000        0.7099      0.047291 
 966600.00000        0.7101      0.000000 
 966900.00000        0.6755      0.125237 
 966900.00000        0.6703      0.088424 
 966900.00000        0.6661      0.045879 
 966900.00000        0.6644      0.000000 
 967200.00000        0.6426      0.118132 
 967200.00000        0.6326      0.081493 
 967200.00000        0.6248      0.041680 
 967200.00000        0.6219      0.000000 
 967500.00000        0.6086      0.108048 
 967500.00000        0.5970      0.071983 
 967500.00000        0.5880      0.035985 
 967500.00000        0.5846      0.000000 
 967800.00000        0.5734      0.098165 
 967800.00000        0.5638      0.062653 
 967800.00000        0.5561      0.030391 
 967800.00000        0.5532      0.000000 
 968100.00000        0.5372      0.091537 
 968100.00000        0.5325      0.056158 
 968100.00000        0.5285      0.026440 
 968100.00000        0.5269      0.000000 
 968400.00000        0.5000      0.090426 
 968400.00000        0.5021      0.054466 
 968400.00000        0.5030      0.025275 
 968400.00000        0.5033      0.000000 
 968700.00000        0.4619      0.095816 
 968700.00000        0.4710      0.058427 
 968700.00000        0.4771      0.027385 
 968700.00000        0.4793      0.000000 
 969000.00000        0.4229      0.107211 
 969000.00000        0.4377      0.067600 
 969000.00000        0.4481      0.032502 
 969000.00000        0.4518      0.000000 
 969300.00000        0.3830      0.122739 
 969300.00000        0.4010      0.080371 
 969300.00000        0.4137      0.039689 
 969300.00000        0.4183      0.000000 
 969600.00000        0.3423      0.139572 
 969600.00000        0.3602      0.094323 
 969600.00000        0.3729      0.047566 
 969600.00000        0.3774      0.000000 
 969900.00000        0.3009      0.154576 
 969900.00000        0.3154      0.106786 
 969900.00000        0.3257      0.054617 
 969900.00000        0.3294      0.000000 
 970200.00000        0.2590      0.165035 
 970200.00000        0.2675      0.115430 
 970200.00000        0.2736      0.059508 
 970200.00000        0.2758      0.000000 
 970500.00000        0.2165      0.169246 
 970500.00000        0.2179      0.118760 
 970500.00000        0.2188      0.061366 
 970500.00000        0.2191      0.000000 
 970800.00000        0.1736      0.166849 
 970800.00000        0.1682      0.116430 
 970800.00000        0.1641      0.059969 
 970800.00000        0.1626      0.000000 
 971100.00000        0.1304      0.158849 
 971100.00000        0.1199      0.109277 
 971100.00000        0.1121      0.055786 
 971100.00000        0.1092      0.000000 
 971400.00000        0.0870      0.147361 
 971400.00000        0.0741      0.099117 
 971400.00000        0.0644      0.049864 
 971400.00000        0.0609      0.000000 
 971700.00000        0.0434      0.135136 
 971700.00000        0.0312      0.088332 
 971700.00000        0.0221      0.043579 
 971700.00000        0.0187      0.000000 
 972000.00000       -0.0001      0.124970 
 972000.00000       -0.0088      0.079356 
 972000.00000       -0.0153      0.038344 
 972000.00000       -0.0177      0.000000 
 972300.00000       -0.0437      0.119130 
 972300.00000       -0.0467      0.074166 
 972300.00000       -0.0491      0.035310 
 972300.00000       -0.0501      0.000000 
 972600.00000       -0.0871      0.118892 
 972600.00000       -0.0838      0.073873 
 972600.00000       -0.0816      0.035121 
 972600.00000       -0.0808      0.000000 
 972900.00000       -0.1304      0.124298 
 972900.00000       -0.1214      0.078508 
 972900.00000       -0.1149      0.037788 
 972900.00000       -0.1126      0.000000 
 973200.00000       -0.1734      0.134155 
 973200.00000       -0.1606      0.087035 
 973200.00000       -0.1512      0.042703 
 973200.00000       -0.1478      0.000000 
 973500.00000       -0.2162      0.146283 
 973500.00000       -0.2022      0.097587 
 973500.00000       -0.1919      0.048794 
 973500.00000       -0.1882      0.000000 
 973800.00000       -0.2586      0.157992 
 973800.00000       -0.2464      0.107866 
 973800.00000       -0.2373      0.054754 
 973800.00000       -0.2340      0.000000 
 974100.00000       -0.3006      0.166667 
 974100.00000       -0.2927      0.115636 
 974100.00000       -0.2867      0.059307 
 974100.00000       -0.2845      0.000000 
 974400.00000       -0.3420      0.170325 
 974400.00000       -0.3402      0.119174 
 974400.00000       -0.3386      0.061459 
 974400.00000       -0.3379      0.000000 
 974700.00000       -0.3828      0.168002 
 974700.00000       -0.3875      0.117619 
 974700.00000       -0.3906      0.060695 
 974700.00000       -0.3917      0.000000 
 975000.00000       -0.4228      0.159909 
 975000.00000       -0.4332      0.111116 
 975000.00000       -0.4406      0.057082 
 975000.00000       -0.4432      0.000000 
 975300.00000       -0.4620      0.147343 
 975300.00000       -0.4763      0.100768 
 975300.00000       -0.4865      0.051247 
 975300.00000       -0.4902      0.000000 
 975600.00000       -0.5003      0.132405 
 975600.00000       -0.5159      0.088386 
 975600.00000       -0.5271      0.044237 
 975600.00000       -0.5312      0.000000 
 975900.00000       -0.5375      0.117565 
 975900.00000       -0.5518      0.076115 
 975900.00000       -0.5620      0.037294 
 975900.00000       -0.5657      0.000000 
 976200.00000       -0.5738      0.105173 
 976200.00000       -0.5843      0.066004 
 976200.00000       -0.5918      0.031610 
 976200.00000       -0.5944      0.000000 
 976500.00000       -0.6089      0.097011 
 976500.00000       -0.6142      0.059607 
 976500.00000       -0.6178      0.028089 
 976500.00000       -0.6190      0.000000 
 976800.00000       -0.6428      0.093956 
 976800.00000       -0.6425      0.057685 
 976800.00000       -0.6419      0.027171 
 976800.00000       -0.6416      0.000000 
 977100.00000       -0.6755      0.095825 
 977100.00000       -0.6704      0.060071 
 977100.00000       -0.6662      0.028750 
 977100.00000       -0.6646      0.000000 
 977400.00000       -0.7070      0.101413 
 977400.00000       -0.6987      0.065716 
 977400.00000       -0.6922      0.032213 
 977400.00000       -0.6898      0.000000 
 977700.00000       -0.7371      0.108732 
 977700.00000       -0.7282      0.072913 
 977700.00000       -0.7211      0.036579 
 977700.00000       -0.7185      0.000000 
 978000.00000       -0.7659      0.115418 
 978000.00000       -0.7589      0.079637 
 978000.00000       -0.7531      0.040695 
 978000.00000       -0.7509      0.000000 
 978300.00000       -0.7933      0.119215 
 978300.00000       -0.7903      0.083950 
 978300.00000       -0.7875      0.043454 
 978300.00000       -0.7863      0.000000 
 978600.00000       -0.8192      0.118433 
 978600.00000       -0.8218      0.084382 
 978600.00000       -0.8229      0.044002 
 978600.00000       -0.8232      0.000000 
 978900.00000       -0.8435      0.112257 
 978900.00000       -0.8520      0.080201 
 978900.00000       -0.8575      0.041904 
 978900.00000       -0.8593      0.000000 
 979200.00000       -0.8663      0.100883 
 979200.00000       -0.8799      0.071549 
 979200.00000       -0.8892      0.037225 
 979200.00000       -0.8925      0.000000 
 979500.00000       -0.8873      0.085450 
 979500.00000       -0.9045      0.059393 
 979500.00000       -0.9164      0.030520 
 979500.00000       -0.9206      0.000000 
 979800.00000       -0.9066      0.067810 
 979800.00000       -0.9251      0.045337 
 979800.00000       -0.9379      0.022714 
 979800.00000       -0.9425      0.000000 
 980100.00000       -0.9242      0.050174 
 980100.00000       -0.9415      0.031303 
 980100.00000       -0.9534      0.014923 
 980100.00000       -0.9577      0.000000 
 980400.00000       -0.9399      0.034701 
 980400.00000       -0.9539      0.019169 
 980400.00000       -0.9633      0.008240 
 980400.00000       -0.9667      0.000000 
 980700.00000       -0.9539      0.023099 
 980700.00000       -0.9630      0.010423 
 980700.00000       -0.9688      0.003527 
 980700.00000       -0.9709      0.000000 
 981000.00000       -0.9660      0.016315 
 981000.00000       -0.9697      0.005879 
 981000.00000       -0.9716      0.001256 
 981000.00000       -0.9721      0.000000 
 981300.00000       -0.9763      0.014367 
 981300.00000       -0.9751      0.005538 
 981300.00000       -0.9734      0.001415 
 981300.00000       -0.9726      0.000000 
 981600.00000       -0.9848      0.016333 
 981600.00000       -0.9801      0.008585 
 981600.00000       -0.9759      0.003523 
 981600.00000       -0.9742      0.000000 
 981900.00000       -0.9914      0.020521 
 981900.00000       -0.9854      0.013555 
 981900.00000       -0.9803      0.006732 
 981900.00000       -0.9783      0.000000 
 982200.00000       -0.9961      0.024793 
 982200.00000       -0.9913      0.018611 
 982200.00000       -0.9869      0.009995 
 982200.00000       -0.9852      0.000000 
 982500.00000       -0.9990      0.026990 
 982500.00000       -0.9975      0.021898 
 982500.00000       -0.9955      0.012251 
 982500.00000       -0.9946      0.000000 
 982800.00000       -1.0001      0.025362 
 982800.00000       -1.0033      0.021901 
 982800.00000       -1.0048      0.012626 
 982800.00000       -1.0052      0.000000 
 983100.00000       -0.9992      0.018901 
 983100.00000       -1.0079      0.017729 
 983100.00000       -1.0134      0.010595 
 983100.00000       -1.0153      0.000000 
 983400.00000       -0.9964      0.007517 
 983400.00000       -1.0102      0.009287 
 983400.00000       -1.0194      0.006091 
 983400.00000       -1.0226      0.000000 
 983700.00000       -0.9917      0.007950 
 983700.00000       -1.0092      0.002713 
 983700.00000       -1.0211      0.000478 
 983700.00000       -1.0253      0.000000 
 984000.00000       -0.9851      0.025895 
 984000.00000       -1.0042      0.016881 
 984000.00000       -1.0173      0.008309 
 984000.00000       -1.0220      0.000000 
 984300.00000       -0.9766      0.044243 
 984300.00000       -0.9949      0.031409 
 984300.00000       -1.0074      0.016353 
 984300.00000       -1.0119      0.000000 
 984600.00000       -0.9662      0.060826 
 984600.00000       -0.9814      0.044411 
 984600.00000       -0.9917      0.023512 
 984600.00000       -0.9954      0.000000 
 984900.00000       -0.9539      0.073781 
 984900.00000       -0.9644      0.054267 
 984900.00000       -0.9712      0.028847 
 984900.00000       -0.9735      0.000000 
 985200.00000       -0.9398      0.081893 
